% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
3458 +1.751550928e+02 +1.751550928e+02 +1.172450928e+02 +1.172450928e+02 +2.1503e+00 +1.8745e+00 +4.9127e-01 +1.3354e+00 +1.0915e+00 -2.7576e+00 -1.2603e+00 -2.8736e+00 -1.4262e+00 -1.9618e+00 -8.8153e-01 -5.1476e-01 +1.7734e+00 -2.0762e+00 +1.3541e+00 -1.0222e+00 +9.4664e-01 +9.1927e-01 -3.2041e+00 +1.0819e+00
3808 +1.384647398e+02 +1.384647398e+02 +8.055473982e+01 +8.055473982e+01 +2.0169e+00 +1.6826e+00 +5.7975e-01 +1.3132e+00 +8.1098e-01 -2.6682e+00 -1.0690e+00 -2.8671e+00 -1.6193e+00 -2.1602e+00 -4.4644e-01 -4.9764e-01 +1.6851e+00 -2.2228e+00 +1.4435e+00 -1.2088e+00 +8.2917e-01 +8.0137e-01 -2.9476e+00 +1.0240e+00
4041 +8.974339073e+01 +8.974339073e+01 +3.183339073e+01 +3.183339073e+01 +1.9018e+00 +1.8615e+00 +3.3017e-01 +1.3181e+00 +1.0360e+00 -2.7495e+00 -1.1566e+00 -2.8721e+00 -1.5724e+00 -2.1565e+00 -3.4841e-01 -6.3924e-01 +1.5796e+00 -2.2314e+00 +1.4071e+00 -1.3526e+00 +9.1757e-01 +9.5711e-01 -2.3778e+00 +1.4092e+00
4801 +6.240418234e+01 +6.240418234e+01 +4.494182336e+00 +4.494182336e+00 +1.8986e+00 +1.9803e+00 +4.1524e-01 +1.2943e+00 +9.9931e-01 -2.8915e+00 -1.0288e+00 -3.1562e+00 -1.6244e+00 -2.1312e+00 -3.5240e-01 -6.2855e-01 +1.5089e+00 -2.2841e+00 +1.4400e+00 -1.4228e+00 +8.2738e-01 +1.0347e+00 -2.5616e+00 +1.4381e+00
% function evaluation | noise-free fitness - Fopt (-3.349100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.821982316e+05 +3.821982316e+05 +3.818633216e+05 +3.818633216e+05 +1.5234e+00 +1.9107e+00 +4.5983e+00 +2.3458e+00 +3.9657e+00 -4.8110e+00 -4.1147e+00 +2.6128e+00 +1.8040e+00 -1.0608e+00 -1.9544e+00 +2.0667e+00 -3.7365e+00 -4.8880e+00 +3.2708e+00 -3.5956e+00 +6.4949e-01 +3.3715e+00 -4.5287e+00 +2.6851e+00
3 +1.541195134e+05 +1.541195134e+05 +1.537846034e+05 +1.537846034e+05 -1.5857e+00 -7.1626e-01 -4.8236e-01 -3.0721e+00 +4.2389e-01 -1.5487e+00 -2.4504e+00 +2.6935e+00 +3.5955e-01 -2.5498e+00 +2.1688e+00 +4.5839e+00 +1.5747e+00 -1.1155e+00 +9.8157e-02 +4.0485e+00 +3.9710e+00 -3.7158e-01 +3.3170e+00 +1.1743e-01
71 +9.908037099e+04 +9.908037099e+04 +9.874546099e+04 +9.874546099e+04 -1.5669e+00 -1.3580e-01 +2.9525e+00 +2.3567e-01 -2.9597e+00 -3.7836e-01 +3.0540e+00 +3.6493e-01 -1.5543e+00 +3.3107e+00 +2.9889e+00 +2.8253e+00 -2.2645e+00 -1.3086e+00 -4.0377e-01 -4.2803e+00 -2.0815e+00 +3.1127e+00 -2.8335e+00 +4.6384e-01
187 +5.429225434e+04 +5.429225434e+04 +5.395734434e+04 +5.395734434e+04 -3.1691e+00 -7.9965e-01 +2.6857e+00 -4.2044e-01 -7.3614e-01 +1.9204e-01 -4.0275e-01 +2.5450e+00 +1.3863e-01 +3.9947e+00 -6.3763e-01 +3.9337e+00 -3.3284e+00 -4.6191e+00 +1.0619e-01 -1.2805e+00 -7.0890e-01 +1.7196e+00 +4.1761e+00 +1.4567e+00
485 +2.067257229e+04 +2.067257229e+04 +2.033766229e+04 +2.033766229e+04 -2.0133e+00 +1.7800e+00 +2.3296e+00 +5.7898e-01 -1.4353e+00 +3.6965e-01 +1.5331e+00 -3.8578e-01 +1.6087e-01 +2.7216e+00 +3.5746e+00 +2.3328e+00 -2.8473e+00 -1.7739e+00 -1.5931e+00 +1.0734e-01 +5.4699e-01 +9.2534e-01 +1.7073e+00 -2.9828e+00
834 +1.370022203e+04 +1.370022203e+04 +1.336531203e+04 +1.336531203e+04 -5.6575e-01 -1.0102e+00 +1.6860e+00 +1.7676e+00 -2.0404e+00 +1.6753e+00 +0.0000e+00 -1.6889e+00 +0.0000e+00 +2.5109e+00 +3.1114e+00 +8.6247e-01 -2.8596e+00 -1.6584e+00 -1.4655e+00 -4.0108e-01 -3.8222e-01 +1.5351e+00 +1.9152e+00 -3.3259e+00
1002 +3.755019006e+03 +3.755019006e+03 +3.420109006e+03 +3.420109006e+03 -3.0177e+00 -9.1469e-01 +1.6076e+00 +1.2899e+00 -7.6756e-01 +9.7277e-01 +0.0000e+00 -1.1120e-01 -1.4314e+00 +2.3669e+00 -6.0199e-02 +1.5617e+00 -2.4171e+00 -1.5646e+00 -3.2377e-01 -9.0796e-01 +1.0546e+00 +5.6612e-01 +1.1901e+00 -3.4075e+00
1616 +2.246302777e+03 +2.246302777e+03 +1.911392777e+03 +1.911392777e+03 -2.9899e+00 -1.8370e-01 +1.6228e+00 +2.2642e+00 -3.0845e-01 +2.8302e-01 +3.0299e-01 -1.0586e-01 -4.5382e-01 +2.3653e+00 +1.1582e+00 +1.5118e+00 -2.3594e+00 -1.4036e+00 +2.8572e-01 -7.5866e-03 +3.7054e-01 +9.3239e-02 +3.2797e-01 -2.9132e+00
2015 +1.466287080e+03 +1.466287080e+03 +1.131377080e+03 +1.131377080e+03 -2.4595e+00 -8.5008e-01 +1.1045e+00 +1.1320e+00 -1.0578e-01 +1.1375e-01 +3.9705e-01 +8.2883e-01 -7.5470e-01 +1.7601e+00 +5.6246e-01 +7.7653e-01 -1.9334e+00 -2.0144e+00 +1.6419e-01 -1.2738e+00 +1.0278e+00 +2.7625e-01 +1.0145e+00 -3.2848e+00
2420 +8.624400549e+02 +8.624400549e+02 +5.275300549e+02 +5.275300549e+02 -3.8371e+00 +8.6783e-02 +9.8351e-02 +1.7194e+00 +8.6844e-02 -2.1012e-01 -5.1354e-01 +1.5537e-01 -2.3913e+00 +1.2752e+00 +6.0064e-01 +1.6867e+00 -2.2991e+00 -1.1362e+00 +2.5124e-01 -1.2482e+00 +1.2127e+00 -8.6210e-03 +5.5332e-02 -2.9928e+00
2603 +4.799062278e+02 +4.799062278e+02 +1.449962278e+02 +1.449962278e+02 -3.8019e+00 -6.1341e-01 +4.7460e-02 +1.4032e+00 -1.0580e-02 +1.7742e-01 -1.5665e-01 +3.4280e-01 -2.8532e+00 +1.1000e+00 +6.7428e-01 +9.8056e-01 -2.3212e+00 -1.2602e+00 +6.1241e-01 -8.9837e-01 +1.4088e+00 -3.8391e-02 +5.7457e-01 -3.8279e+00
3214 +3.621715352e+02 +3.621715352e+02 +2.726153516e+01 +2.726153516e+01 -3.7367e+00 -1.0431e-01 +7.8681e-01 +2.1510e+00 -1.5003e-01 +1.1449e-01 +1.3336e-01 +1.5024e-01 -2.0916e+00 +9.2087e-01 +4.9159e-01 +1.4252e+00 -2.5935e+00 -9.3145e-01 +1.3181e+00 -9.1384e-01 +1.4603e+00 +9.0920e-02 +1.1595e+00 -2.0434e+00
3422 +2.501181287e+02 +2.501181287e+02 -8.479187133e+01 -8.479187133e+01 -3.4324e+00 -4.2081e-01 +5.0239e-01 +1.6209e+00 -3.9623e-01 +1.2198e-01 -1.4933e-01 +3.0223e-01 -2.2084e+00 +6.3553e-01 +7.5974e-01 +1.2664e+00 -2.1158e+00 -1.2442e+00 +1.0876e+00 -1.4808e+00 +1.7222e+00 -3.6521e-01 +1.0453e+00 -2.9052e+00
3849 +1.392031377e+02 +1.392031377e+02 -1.957068623e+02 -1.957068623e+02 -3.2580e+00 -7.7814e-01 +4.1749e-01 +1.9578e+00 -2.7980e-01 -3.8633e-01 -3.0039e-01 -2.1392e-01 -1.7148e+00 +6.8687e-01 +8.2789e-01 +1.3937e+00 -2.0431e+00 -1.1491e+00 +6.5687e-01 -1.0776e+00 +1.2722e+00 -4.6404e-01 +1.1347e+00 -3.6053e+00
4016 +9.462624388e+01 +9.462624388e+01 -2.402837561e+02 -2.402837561e+02 -1.8392e+00 -7.5344e-01 +4.6736e-01 +2.0174e+00 -2.1367e-01 -2.4877e-01 -2.2936e-01 +3.8434e-01 -2.1128e+00 +1.0808e+00 +7.8255e-01 +1.3100e+00 -2.1285e+00 -1.1049e+00 +5.8477e-01 -1.1324e+00 +1.2362e+00 -1.7949e-01 +1.1407e+00 -3.5121e+00
4617 +5.030757654e+01 +5.030757654e+01 -2.846024235e+02 -2.846024235e+02 -3.4659e+00 -6.4855e-01 +4.7918e-01 +1.9332e+00 -3.8209e-02 -2.2486e-01 -2.0137e-01 +5.0019e-01 -2.2821e+00 +8.9130e-01 +9.2459e-01 +1.4032e+00 -2.1581e+00 -1.1765e+00 +7.2957e-01 -7.2201e-01 +1.2692e+00 -4.4634e-02 +1.3093e+00 -3.2001e+00
% function evaluation | noise-free fitness - Fopt (-4.670000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.656289793e+05 +6.656289793e+05 +6.655822793e+05 +6.655822793e+05 -3.6819e+00 -6.1635e-01 -2.4700e+00 +2.5035e+00 +1.5924e-02 -2.0185e+00 +1.7457e+00 +4.9119e+00 +4.6991e+00 -4.8045e-01 -2.7251e+00 -3.0343e+00 +2.8662e+00 +2.1775e+00 +3.3159e+00 -4.6626e+00 +3.2791e+00 +3.2153e+00 +2.7067e+00 -4.7584e+00
4 +2.930573633e+05 +2.930573633e+05 +2.930106633e+05 +2.930106633e+05 +2.5454e+00 -4.6538e+00 -2.1001e+00 -4.9845e+00 +4.6507e+00 -1.0007e+00 -2.1375e+00 -4.7520e+00 -2.7385e+00 +2.4567e+00 -1.0878e+00 -8.2847e-01 +2.8674e+00 -2.5298e+00 -1.2529e+00 +3.4849e+00 +2.1982e+00 -4.7842e+00 -3.0867e+00 +3.9435e+00
41 +6.401289689e+04 +6.401289689e+04 +6.396619689e+04 +6.396619689e+04 +3.3242e+00 +7.7519e-01 -2.0881e+00 -2.4479e+00 -4.1656e+00 +2.1880e-01 -9.9969e-01 -2.1301e+00 -6.8430e-01 +4.3518e+00 +1.3159e+00 -4.5468e+00 +1.4052e+00 -3.4608e+00 +2.3453e+00 -2.5246e+00 +3.9431e+00 -2.8153e-02 +3.7293e-01 +3.8790e+00
308 +4.759540323e+04 +4.759540323e+04 +4.754870323e+04 +4.754870323e+04 +1.7252e+00 -2.5752e+00 -3.8505e+00 -4.0882e+00 +5.6111e-01 -4.7002e+00 -4.4995e-01 -2.9034e-01 +5.1899e-01 +4.8982e+00 +2.2472e+00 -2.1073e+00 -2.1764e-01 -1.9489e+00 -3.6789e-01 -9.9083e-01 -6.1289e-01 -1.5097e+00 -1.0112e+00 +5.0000e+00
360 +2.671670120e+04 +2.671670120e+04 +2.667000120e+04 +2.667000120e+04 +1.1909e+00 +7.4550e-01 -5.0000e+00 -3.9236e+00 -3.2924e+00 -3.5902e+00 -1.5749e+00 -2.9061e+00 +1.2516e+00 -1.9056e+00 -7.0085e-01 -1.9955e+00 +2.0012e+00 -1.4000e+00 +8.8580e-01 +1.4359e+00 +3.9559e+00 -1.5797e+00 +1.4118e+00 -8.4776e-01
463 +1.897118354e+04 +1.897118354e+04 +1.892448354e+04 +1.892448354e+04 -1.8070e+00 +5.7705e-01 -5.0000e+00 -3.9957e+00 -4.5864e+00 -1.3609e+00 -2.7352e+00 -2.4967e+00 +1.7179e+00 -1.0098e+00 +2.7956e-01 -5.0000e+00 +1.4570e+00 -1.8414e+00 +8.4052e-01 +0.0000e+00 +3.2491e+00 -3.3590e+00 -1.0813e+00 +1.5325e+00
624 +1.318659831e+04 +1.318659831e+04 +1.313989831e+04 +1.313989831e+04 +3.3468e-01 +3.0879e-01 -5.0000e+00 -3.6226e+00 -4.2661e+00 -3.7102e+00 -1.8188e+00 -2.7407e+00 +1.5061e+00 +3.1346e+00 -6.5619e-01 -4.9937e+00 +2.5957e+00 -4.0953e+00 +1.3207e+00 +0.0000e+00 +2.2049e+00 -3.3695e+00 +0.0000e+00 +4.2703e-01
955 +9.120626523e+03 +9.120626523e+03 +9.073926523e+03 +9.073926523e+03 +1.6804e+00 +1.3283e+00 -2.4083e+00 -4.2384e+00 -3.2642e+00 -4.4189e+00 -5.9748e-01 -7.8299e-01 +1.8265e+00 +1.9117e+00 -1.5887e+00 -5.0000e+00 +1.2313e+00 -2.6012e+00 -8.6561e-01 +1.1576e-01 +3.0080e+00 -2.0868e+00 +3.5012e-01 +9.5542e-01
1553 +5.900148428e+03 +5.900148428e+03 +5.853448428e+03 +5.853448428e+03 +0.0000e+00 +1.2676e+00 -2.3588e+00 -3.2036e+00 -3.0923e+00 -1.7955e+00 +8.0029e-01 -4.4015e-01 +7.4508e-01 +1.9264e+00 -5.8625e-01 -3.9894e+00 +1.1137e+00 -1.8772e+00 -6.8217e-01 -1.0376e+00 +2.2369e+00 -2.9831e+00 +1.3962e+00 +7.5182e-01
1655 +3.516075599e+03 +3.516075599e+03 +3.469375599e+03 +3.469375599e+03 +5.5443e-01 +1.1314e+00 -2.4561e+00 -3.0430e+00 -3.0897e+00 -2.9745e+00 -1.6621e-01 -3.9699e-01 +1.9040e+00 +2.4946e+00 +1.5163e+00 -4.8115e+00 +9.6518e-01 -2.7389e+00 -4.0564e-01 -5.4933e-01 +2.2547e+00 -3.3389e+00 -1.9152e-01 +1.7445e+00
2142 +2.462436992e+03 +2.462436992e+03 +2.415736992e+03 +2.415736992e+03 +2.7358e-01 +1.2245e+00 -2.4132e+00 -2.8445e+00 -2.3438e+00 -2.8166e+00 -5.8720e-01 -1.1900e+00 +1.1650e+00 +1.9471e+00 +1.6392e-01 -4.9456e+00 +7.7405e-01 -2.2459e+00 -3.2272e-01 -4.7940e-01 +3.0071e+00 -3.1412e+00 +1.5750e-01 +1.7506e+00
2543 +1.360953279e+03 +1.360953279e+03 +1.314253279e+03 +1.314253279e+03 -1.0930e+00 +1.1321e+00 -3.4920e+00 -2.4469e+00 -1.8405e+00 -2.6341e+00 -1.0802e+00 -2.6556e+00 +7.4736e-01 +9.8537e-01 +7.2195e-02 -4.7568e+00 +1.1388e+00 -3.4953e+00 -3.4195e-01 -5.9488e-01 +2.0585e+00 -4.0663e+00 +7.6599e-02 +2.5692e+00
2746 +8.233374700e+02 +8.233374700e+02 +7.766374700e+02 +7.766374700e+02 -7.4278e-01 +9.6049e-01 -3.4933e+00 -3.1511e+00 -2.0891e+00 -2.4754e+00 -8.8093e-01 -1.8895e+00 +2.0897e-01 +5.0394e-01 +2.7276e-02 -4.8012e+00 +1.3582e+00 -3.6122e+00 +2.5226e-02 -5.8715e-01 +2.0846e+00 -4.4533e+00 +3.5431e-01 +2.8394e+00
3155 +5.609250068e+02 +5.609250068e+02 +5.142250068e+02 +5.142250068e+02 -3.9483e-01 +5.3180e-01 -3.3317e+00 -3.6858e+00 -1.9891e+00 -2.9483e+00 -1.0251e+00 -1.8824e+00 +5.6132e-01 +9.3033e-01 -2.5830e-01 -4.8644e+00 +2.6978e+00 -3.9822e+00 -1.8516e-01 -6.7264e-01 +2.6666e+00 -3.3706e+00 +3.7048e-01 +1.8220e+00
3341 +3.971212368e+02 +3.971212368e+02 +3.504212368e+02 +3.504212368e+02 -3.5641e-01 +6.4372e-01 -3.1494e+00 -3.5677e+00 -1.9002e+00 -2.4419e+00 -1.0926e+00 -2.2829e+00 +1.0716e+00 +1.4555e+00 +1.1621e-01 -4.5566e+00 +2.3044e+00 -3.7937e+00 +1.3727e+00 -5.5481e-01 +2.7582e+00 -3.0973e+00 +3.4184e-01 +1.8424e+00
3813 +2.455474866e+02 +2.455474866e+02 +1.988474866e+02 +1.988474866e+02 -3.6869e-01 +3.8565e-01 -3.0531e+00 -3.4746e+00 -2.1292e+00 -3.0523e+00 -6.1216e-01 -2.1253e+00 +7.4365e-01 +1.3741e+00 +1.5782e-01 -4.2455e+00 +2.2310e+00 -3.9987e+00 +1.1824e+00 -6.9727e-01 +2.4126e+00 -2.6968e+00 +2.9886e-01 +1.7759e+00
4209 +1.429163588e+02 +1.429163588e+02 +9.621635880e+01 +9.621635880e+01 -6.2488e-01 +3.6950e-01 -3.2298e+00 -3.5307e+00 -1.6560e+00 -3.0542e+00 -1.0068e+00 -1.5727e+00 +2.6759e-02 +1.3189e+00 +1.8276e-01 -4.3463e+00 +2.1124e+00 -3.2723e+00 +1.4495e+00 -6.6278e-01 +2.4105e+00 -2.7417e+00 +3.3805e-01 +1.6826e+00
4810 +9.842260077e+01 +9.842260077e+01 +5.172260077e+01 +5.172260077e+01 -2.1463e-01 +3.7775e-01 -3.2298e+00 -3.5432e+00 -1.5994e+00 -2.9827e+00 -1.0714e+00 -1.5716e+00 +1.7420e-01 +8.8716e-01 -3.1106e-02 -4.3246e+00 +2.3291e+00 -3.1467e+00 +1.4198e+00 -6.2612e-01 +2.4189e+00 -2.7189e+00 +3.0906e-01 +1.7880e+00
% function evaluation | noise-free fitness - Fopt (-9.308000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.820438975e+05 +6.820438975e+05 +6.819508175e+05 +6.819508175e+05 +1.3840e+00 +2.4810e+00 -2.3023e+00 -2.1220e+00 -2.9384e+00 -4.6787e+00 -1.3084e+00 -1.7354e+00 +3.5531e+00 +2.0453e+00 +2.6419e+00 -3.7473e+00 +1.7839e+00 -3.9099e+00 -5.5564e-01 +4.0963e+00 -2.5930e+00 -4.2420e+00 +4.7393e+00 +1.4063e+00
3 +2.026014369e+05 +2.026014369e+05 +2.025083569e+05 +2.025083569e+05 -2.8304e+00 +1.7493e+00 -9.2800e-01 +3.1502e+00 +1.5493e-01 +9.9387e-01 -7.3247e-01 +2.9350e+00 +7.4149e-01 -5.6313e-01 +6.2956e-01 -2.6849e+00 +4.8338e+00 -4.4781e+00 -1.5512e+00 -2.8050e-01 -3.1616e+00 +2.8590e+00 -3.0879e+00 -3.4574e+00
7 +8.201398000e+04 +8.201398000e+04 +8.192090000e+04 +8.192090000e+04 -3.1812e+00 -1.4951e-02 -4.1830e+00 +3.3072e+00 -4.3328e+00 +1.9411e+00 +2.8825e+00 +1.1990e+00 -2.6292e+00 -3.1331e-01 +3.7979e+00 -9.6480e-01 -2.8289e+00 +5.3774e-01 +1.9044e+00 +1.5419e+00 -2.1102e+00 +3.7298e-01 -3.6577e+00 +2.0738e+00
240 +4.823891423e+04 +4.823891423e+04 +4.814583423e+04 +4.814583423e+04 +1.3692e-02 -1.4674e+00 +6.2792e-02 +7.6870e-01 +1.5992e+00 -3.8442e+00 +2.0373e+00 -2.6124e-01 -2.3675e+00 -3.7218e-01 +4.0232e+00 +1.7014e+00 +3.8557e-01 -8.4477e-01 +1.2413e+00 +9.0932e-01 -5.0000e+00 -1.5022e+00 -1.2366e+00 +4.2377e+00
431 +2.038938268e+04 +2.038938268e+04 +2.029630268e+04 +2.029630268e+04 -4.1802e-01 -9.2829e-01 +1.1254e+00 +1.6099e+00 -1.4031e+00 -4.0483e+00 +2.3374e-01 +0.0000e+00 -1.3843e+00 -1.2495e+00 +2.0087e+00 -1.6481e+00 +0.0000e+00 -1.1539e+00 -3.1192e-01 +1.4665e+00 -5.0000e+00 -3.1374e+00 +3.2246e-01 +5.0000e+00
640 +9.364375956e+03 +9.364375956e+03 +9.271295956e+03 +9.271295956e+03 +2.9075e-01 -1.0563e+00 -1.2203e+00 +0.0000e+00 -2.3330e+00 -3.9487e+00 -4.8542e-01 -1.3024e+00 -1.1650e+00 -6.2625e-01 +1.6011e+00 +0.0000e+00 +6.1586e-01 -2.2501e+00 +1.2644e-02 +0.0000e+00 -5.0000e+00 -1.3722e+00 -7.6285e-01 +4.0481e+00
1835 +5.276022012e+03 +5.276022012e+03 +5.182942012e+03 +5.182942012e+03 -1.7195e+00 -1.9466e+00 -8.1897e-01 +2.2102e+00 -2.9677e+00 -1.9193e+00 -2.8836e-01 -2.0349e+00 -1.5999e+00 -2.7072e+00 +1.7795e+00 -2.2423e+00 -1.5789e-01 -3.3609e+00 +7.2607e-01 -2.1666e+00 -4.5496e+00 +1.4906e+00 -3.8626e-01 +3.2553e+00
2420 +3.274196334e+03 +3.274196334e+03 +3.181116334e+03 +3.181116334e+03 -8.9431e-01 -2.0252e+00 -1.2274e+00 +1.5196e+00 -2.7091e+00 -4.0592e+00 -6.6830e-01 -9.2108e-01 -2.4540e+00 -1.2370e+00 +2.4522e+00 -3.0094e+00 +6.7889e-02 -3.1049e+00 +1.6560e+00 -9.7412e-01 -4.6012e+00 -9.5580e-02 -8.4352e-01 +4.9307e+00
2831 +2.460674365e+03 +2.460674365e+03 +2.367594365e+03 +2.367594365e+03 -5.2179e-01 -1.2365e+00 -3.8437e-01 +2.1981e+00 -1.6285e+00 -3.9861e+00 -1.1650e+00 -5.1658e-01 -4.2119e-01 -2.9776e+00 +2.4313e+00 -1.1029e+00 -8.7631e-01 -2.0849e+00 +1.5119e+00 -9.6908e-01 -4.8682e+00 +1.0342e+00 -3.0968e-01 +4.8463e+00
3242 +1.441686755e+03 +1.441686755e+03 +1.348606755e+03 +1.348606755e+03 -1.5263e+00 -1.6170e+00 -2.3757e-01 +1.1077e+00 -2.1211e+00 -3.6058e+00 -1.0281e+00 -1.1705e+00 -1.1808e+00 -2.0194e+00 +2.6633e+00 -4.4061e-01 -2.8380e-01 -1.5767e+00 +4.5516e-01 -8.8699e-01 -4.7559e+00 +8.8496e-01 -8.0762e-01 +4.4852e+00
3326 +9.734656140e+02 +9.734656140e+02 +8.803856140e+02 +8.803856140e+02 -1.3536e+00 -2.5819e+00 -1.7515e+00 +1.0839e+00 -2.5270e+00 -3.0846e+00 -2.2242e-01 -1.1146e+00 -1.0437e+00 -2.0955e+00 +2.5474e+00 -1.4676e+00 -1.4468e-01 -1.1829e+00 +6.0708e-01 -1.5255e+00 -4.7413e+00 +9.5249e-01 -8.4593e-01 +4.5730e+00
3612 +4.932853989e+02 +4.932853989e+02 +4.002053989e+02 +4.002053989e+02 -1.2040e+00 -2.0151e+00 -5.8967e-01 +1.0568e+00 -2.0978e+00 -3.0561e+00 -1.2751e+00 -7.8320e-01 -9.3592e-01 -2.0830e+00 +2.1070e+00 -1.3798e+00 -3.6892e-01 -1.3313e+00 +1.0526e+00 -9.7110e-01 -4.7913e+00 +7.6916e-01 -7.1668e-01 +4.6298e+00
4017 +3.859865231e+02 +3.859865231e+02 +2.929065231e+02 +2.929065231e+02 -1.5994e+00 -2.4624e+00 -1.0499e+00 +1.0260e+00 -2.3417e+00 -2.4259e+00 -6.4039e-01 -3.3540e-01 -8.1754e-01 -1.8760e+00 +1.3631e+00 -1.7338e+00 -3.1447e-01 -1.2513e+00 +1.8119e+00 -1.1596e+00 -4.7808e+00 +7.3750e-01 -5.9547e-01 +4.6577e+00
4942 +2.506183826e+02 +2.506183826e+02 +1.575383826e+02 +1.575383826e+02 -1.5276e+00 -2.3483e+00 -1.3791e+00 +1.2360e+00 -2.1552e+00 -2.4285e+00 -8.0516e-01 -8.3540e-01 -1.4505e+00 -2.1762e+00 +1.8432e+00 -1.4218e+00 -1.0613e-01 -1.3997e+00 +1.2146e+00 -1.2017e+00 -4.6586e+00 +8.0359e-01 -6.8777e-01 +4.6441e+00
% function evaluation | noise-free fitness - Fopt (4.168000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.533821307e+06 +1.533821307e+06 +1.533862987e+06 +1.533862987e+06 -6.6913e-01 -1.2824e+00 -2.4456e+00 -3.3891e+00 +3.2442e+00 +3.4163e+00 -1.4217e+00 -2.6655e+00 +4.8875e+00 +4.6199e+00 -1.7768e+00 +4.9974e+00 +1.4213e+00 +2.7168e+00 +2.3522e+00 -4.0675e+00 -1.7633e+00 -4.0579e+00 +4.3495e+00 -4.7732e+00
2 +6.553518511e+05 +6.553518511e+05 +6.553935311e+05 +6.553935311e+05 +4.0961e+00 -3.3593e+00 +1.5443e+00 -4.3512e-01 -6.4044e-01 +4.6689e+00 -3.4590e+00 -1.1672e+00 +4.4794e+00 +9.1899e-01 -1.9039e+00 -4.8794e-01 -2.3014e+00 -4.8990e+00 +4.7998e-01 -3.4550e-01 -2.9327e+00 +1.1444e+00 -3.2423e+00 -3.3916e+00
7 +3.752526344e+05 +3.752526344e+05 +3.752943144e+05 +3.752943144e+05 +2.5561e+00 +1.1000e+00 +3.2291e+00 +4.1056e+00 -4.8419e+00 +2.5224e+00 +2.9027e+00 +4.5749e+00 -1.9672e+00 -4.0623e+00 +2.5611e+00 -2.4974e+00 +2.5115e+00 -2.7093e+00 -4.3004e-01 -6.6581e-01 +1.9837e+00 -2.8707e+00 +1.9310e+00 +1.2416e+00
46 +1.328556938e+05 +1.328556938e+05 +1.328973738e+05 +1.328973738e+05 +3.1557e+00 +2.1590e-01 -5.6631e-01 -1.2322e+00 -3.6906e+00 +2.6861e-01 +5.5319e-01 -2.5413e+00 -3.6114e+00 +1.3262e+00 +4.7969e-01 -7.1718e-01 +4.8260e+00 -4.3388e+00 -4.9635e+00 -4.9434e+00 -2.2111e+00 +1.2004e+00 -8.1607e-01 +3.9264e+00
179 +6.053863882e+04 +6.053863882e+04 +6.058031882e+04 +6.058031882e+04 +8.4999e-02 -2.1487e+00 -2.1153e-01 -9.9661e-01 -2.7655e+00 -2.1556e+00 +5.3956e-01 -4.9113e-01 -2.3010e+00 -1.9897e+00 -4.2692e-01 -2.7318e+00 +8.4159e-01 -3.5271e+00 -1.5977e+00 +1.1356e+00 -1.4182e+00 -3.2960e+00 -1.4154e+00 -4.4769e+00
668 +2.598615889e+04 +2.598615889e+04 +2.602783889e+04 +2.602783889e+04 -1.9556e-02 -8.6500e-02 +3.8997e-01 -2.3735e-01 -4.0354e+00 +1.5218e+00 +1.5791e+00 -1.1887e+00 -4.6590e+00 +2.5986e-02 -5.0000e+00 -2.0166e+00 -2.7151e+00 -3.6501e+00 -3.9882e+00 -2.2644e+00 +3.0154e-02 -1.4521e+00 -1.3627e+00 -3.1823e+00
701 +1.160162039e+04 +1.160162039e+04 +1.164330039e+04 +1.164330039e+04 +5.8408e-01 -2.8016e+00 +1.4087e+00 -3.8266e-01 -2.4625e+00 -3.9162e+00 +1.4727e+00 +2.3803e-01 -1.7932e+00 -3.9703e-01 -2.2618e-01 -3.2574e+00 -6.6689e-01 -3.5379e+00 -2.0821e+00 -2.6154e+00 -2.3005e+00 -2.5364e-02 -2.8265e+00 -3.3408e+00
1021 +7.485630139e+03 +7.485630139e+03 +7.527310139e+03 +7.527310139e+03 +2.1830e+00 -2.8550e+00 +8.1503e-01 -6.4862e-01 -2.4736e+00 -1.1452e+00 +1.8708e+00 +6.2534e-01 -3.1340e+00 +2.5749e-01 -1.8219e-01 -3.2274e+00 -4.2142e-01 -3.0605e+00 -2.3641e+00 -2.8304e+00 -1.3513e+00 +3.1518e-01 -2.2735e+00 -4.0998e+00
1262 +6.168254750e+03 +6.168254750e+03 +6.209934750e+03 +6.209934750e+03 +1.4548e+00 -1.6408e+00 +1.9608e+00 -2.2549e-01 -2.7905e+00 -1.3554e+00 +1.3306e+00 -1.1643e+00 -1.8958e+00 -1.0792e+00 -3.1689e-01 -4.0911e+00 -4.3485e-01 -3.8838e+00 -2.8055e+00 -4.4237e+00 -1.4950e+00 +6.5232e-01 -1.0569e+00 -2.5088e+00
