% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1841 +1.290551235e+01 +1.290551235e+01 -6.609448765e+01 -6.609448765e+01 -2.2326e+00 +4.5310e-02 +1.1750e+00 +1.8560e-01 -2.6101e+00 -9.4382e-01 +6.1668e-02 +2.1789e+00 +4.5181e-01 +2.4652e-01 -2.8540e+00 +1.7166e+00 +1.7673e+00 -3.5575e+00 -3.0335e+00 +4.2613e-01 +1.4919e+00 -7.7346e-01 +1.0654e+00 +3.1883e+00
2227 +9.719231778e+00 +9.719231778e+00 -6.928076822e+01 -6.928076822e+01 -3.6890e+00 +1.3862e+00 +9.8885e-01 -5.8178e-01 -3.5150e+00 -2.4582e-01 -1.8851e+00 +1.3941e+00 -2.5118e-01 +4.0855e-01 -1.2141e+00 +2.9745e+00 +1.0310e+00 -2.8919e+00 -3.0727e+00 +4.5159e-02 +2.4785e-01 -1.4360e+00 +5.1988e-01 +2.1972e+00
2675 +5.228584921e+00 +5.228584921e+00 -7.377141508e+01 -7.377141508e+01 -3.4274e+00 +1.8286e+00 +7.5618e-01 +4.1653e-01 -4.6741e+00 -3.2440e-01 -1.3371e+00 +9.6071e-01 +6.1983e-01 +7.9961e-01 -2.3769e+00 +2.0437e+00 +1.9581e+00 -2.8646e+00 -2.7362e+00 +3.5463e-01 +1.6064e+00 -2.6457e-01 -1.1224e-01 +1.6017e+00
2836 +3.143635293e+00 +3.143635293e+00 -7.585636471e+01 -7.585636471e+01 -3.2515e+00 +2.2573e+00 +1.0136e+00 +9.3385e-01 -3.8209e+00 -6.4123e-01 -1.6937e+00 +4.8714e-01 +6.6922e-01 +1.1656e+00 -2.8880e+00 +2.6365e+00 +3.7605e-01 -3.3177e+00 -3.3066e+00 +4.9489e-01 +1.5437e+00 -8.9689e-01 +3.5398e-01 +1.5158e+00
3324 +2.094618619e+00 +2.094618619e+00 -7.690538138e+01 -7.690538138e+01 -3.2272e+00 +1.5941e+00 +6.6100e-01 +8.5873e-01 -3.8213e+00 -7.2475e-01 -1.6992e+00 +4.6738e-01 +8.4499e-01 +9.7139e-01 -1.9761e+00 +2.1749e+00 +3.3493e-01 -3.3404e+00 -2.9748e+00 +1.2736e-01 +1.3509e+00 -1.1629e+00 -2.8918e-03 +2.1215e+00
3427 +1.487292360e+00 +1.487292360e+00 -7.751270764e+01 -7.751270764e+01 -3.1202e+00 +1.7100e+00 +6.7688e-01 +7.5006e-01 -4.0520e+00 -3.7440e-01 -1.4546e+00 +8.0379e-01 +9.6384e-01 +1.0204e+00 -2.7937e+00 +2.0647e+00 +6.8112e-01 -3.0469e+00 -2.9258e+00 +2.5375e-01 +1.2745e+00 -5.1878e-01 -1.4533e-01 +1.8695e+00
4010 +9.271320296e-01 +9.271320296e-01 -7.807286797e+01 -7.807286797e+01 -3.0206e+00 +1.2286e+00 +1.1206e-01 +7.2715e-01 -3.6363e+00 -6.0352e-01 -1.7019e+00 +8.0584e-01 +8.6775e-01 +1.0151e+00 -3.0324e+00 +2.0325e+00 +5.0233e-01 -3.2204e+00 -2.8939e+00 +3.5846e-01 +1.2702e+00 -4.9663e-01 -2.6541e-02 +1.8587e+00
4214 +5.242294500e-01 +5.242294500e-01 -7.847577055e+01 -7.847577055e+01 -3.2141e+00 +1.3319e+00 +2.4540e-01 +4.6300e-01 -3.8387e+00 -6.9207e-01 -1.6533e+00 +7.1787e-01 +8.6283e-01 +5.9875e-01 -2.6196e+00 +2.0333e+00 +5.5490e-01 -3.1761e+00 -2.8960e+00 +2.8996e-01 +1.2757e+00 -5.3583e-01 +1.5195e-01 +2.1661e+00
4604 +3.492330397e-01 +3.492330397e-01 -7.865076696e+01 -7.865076696e+01 -3.2457e+00 +1.2986e+00 +2.2914e-01 +3.9236e-01 -3.8791e+00 -8.5455e-01 -1.6963e+00 +7.3751e-01 +8.7040e-01 +5.6842e-01 -2.7445e+00 +2.0029e+00 +5.9152e-01 -3.3266e+00 -2.9463e+00 +2.8433e-01 +1.2824e+00 -7.4077e-01 +2.7257e-01 +1.8820e+00
% function evaluation | noise-free fitness - Fopt (-4.133000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.024206882e+02 +3.024206882e+02 +2.610906882e+02 +2.610906882e+02 -9.3637e-01 +4.4540e+00 -4.7878e+00 -3.5317e+00 +3.9213e+00 -3.2229e+00 -4.8341e+00 -3.8952e+00 -4.5044e+00 +2.9143e+00 -4.6269e+00 -3.5223e+00 +4.0863e+00 -3.1947e+00 +3.6116e+00 +3.4041e+00 +1.5582e-01 -1.4985e+00 +2.7960e+00 +4.6628e+00
3 +1.890191556e+02 +1.890191556e+02 +1.476891556e+02 +1.476891556e+02 +3.4154e+00 -1.4344e+00 -7.4587e-01 -2.9605e+00 -2.8233e+00 +4.7675e-01 -3.3104e-01 +4.5284e+00 -3.0121e+00 +3.1294e-01 +4.7188e-01 +1.7523e+00 +4.4715e+00 -2.4493e+00 +6.1741e-01 +1.0901e+00 -1.1790e-02 -2.1686e+00 -2.9208e-01 +5.6746e-01
66 +1.495100388e+02 +1.495100388e+02 +1.081800388e+02 +1.081800388e+02 -4.3183e+00 -3.5475e+00 -1.1981e+00 -1.6301e+00 +2.3954e+00 -4.2115e+00 -4.2013e+00 -4.0702e+00 -1.3078e+00 +4.6505e+00 +4.0508e+00 +3.1997e+00 +1.4528e+00 -3.5545e+00 +3.7298e+00 +2.5734e+00 -3.4901e+00 -4.3439e+00 +2.1471e+00 +2.7200e-02
261 +9.979421720e+01 +9.979421720e+01 +5.846421720e+01 +5.846421720e+01 +2.7668e-01 -1.5645e-02 -3.2316e+00 -4.1856e-01 -7.9010e-01 -7.4244e-01 -3.5634e+00 -2.5596e+00 -5.0000e+00 +2.9377e-01 +4.3187e+00 -1.3075e-01 +2.5988e+00 -4.7938e+00 +2.8347e-01 -1.0202e+00 -9.1635e-01 -3.3533e+00 -3.0750e+00 -4.0984e+00
636 +5.528928643e+01 +5.528928643e+01 +1.395928643e+01 +1.395928643e+01 +1.0359e+00 -2.3658e+00 -5.1590e-01 +0.0000e+00 +3.1985e+00 -2.3728e+00 -4.6945e+00 -1.4626e+00 +0.0000e+00 +3.4614e-01 +1.7370e+00 +3.6265e+00 +5.0000e+00 -6.6354e-01 -2.6121e-01 +1.2810e+00 -1.8085e+00 -4.3642e+00 -3.7102e-01 -3.0916e+00
638 +3.488522615e+01 +3.488522615e+01 -6.444773847e+00 -6.444773847e+00 -8.0921e-01 -9.6112e-01 -2.6569e+00 -3.8613e+00 +3.2275e+00 -2.3478e+00 -1.1479e+00 -5.0000e+00 -2.4971e+00 +2.2401e+00 -7.4503e-01 +3.0766e+00 +4.9685e+00 -1.3530e+00 -2.8204e+00 -1.5021e+00 -4.9509e+00 -4.8322e+00 +5.1233e-01 -4.2381e+00
1202 +2.474984263e+01 +2.474984263e+01 -1.658015737e+01 -1.658015737e+01 +1.4678e+00 -1.3593e+00 -1.1657e+00 -8.2316e-01 +1.0276e+00 -3.5959e+00 -2.2244e+00 -4.7963e+00 -2.5532e+00 +1.6308e+00 +1.2038e+00 +4.2133e+00 +4.6222e+00 -1.6317e+00 -9.1272e-01 +0.0000e+00 -3.1210e+00 -3.7766e+00 +1.2778e+00 -3.1117e+00
1793 +1.454668850e+01 +1.454668850e+01 -2.678331150e+01 -2.678331150e+01 +1.9072e+00 -8.1589e-01 -1.0570e+00 -1.4423e+00 +2.9814e+00 -3.5888e+00 -2.3865e+00 -5.0000e+00 -2.3129e+00 +0.0000e+00 +1.5377e+00 +4.2104e+00 +5.0000e+00 -1.7299e+00 -1.3047e+00 -3.8358e+00 -1.3477e+00 -3.2160e+00 +1.6517e+00 -3.2638e+00
2479 +9.561914776e+00 +9.561914776e+00 -3.176808522e+01 -3.176808522e+01 +1.1809e+00 -6.5499e-02 -1.2679e+00 -2.2829e+00 +1.5847e+00 -3.2914e+00 -3.6723e+00 -4.5830e+00 -1.8449e+00 +4.1277e-01 +1.1587e+00 +3.1477e+00 +4.8298e+00 -2.6453e+00 -2.4742e+00 -3.0406e+00 -2.9306e+00 -4.5369e+00 +1.8353e+00 -3.4283e+00
2817 +5.829040355e+00 +5.829040355e+00 -3.550095965e+01 -3.550095965e+01 +9.7241e-01 -6.1424e-01 -1.2068e+00 -1.6878e+00 +2.2447e+00 -2.3328e+00 -3.4538e+00 -4.8215e+00 -2.2160e+00 +1.1161e+00 -7.1332e-02 +3.7367e+00 +4.9006e+00 -2.8580e+00 -1.9021e+00 -3.0134e+00 -2.1054e+00 -3.7507e+00 +1.0635e+00 -3.5608e+00
3245 +3.872557838e+00 +3.872557838e+00 -3.745744216e+01 -3.745744216e+01 +1.1198e+00 -1.7096e+00 -1.2766e+00 -1.9087e+00 +2.4138e+00 -3.2933e+00 -2.8908e+00 -4.6094e+00 -2.5921e+00 +1.7314e+00 +9.4894e-01 +3.2269e+00 +4.6097e+00 -2.8931e+00 -2.0386e+00 -2.8577e+00 -2.5987e+00 -3.6945e+00 +1.3017e+00 -3.0182e+00
3613 +2.467212639e+00 +2.467212639e+00 -3.886278736e+01 -3.886278736e+01 +4.2751e-01 -1.4393e+00 -4.3404e-01 -1.9840e+00 +2.9291e+00 -3.1763e+00 -2.6579e+00 -4.3754e+00 -2.3213e+00 +1.4766e+00 +3.6872e-01 +3.6001e+00 +4.2951e+00 -2.9716e+00 -2.2419e+00 -3.0263e+00 -2.2934e+00 -3.3434e+00 +9.5827e-01 -3.6335e+00
4017 +1.526972416e+00 +1.526972416e+00 -3.980302758e+01 -3.980302758e+01 +4.9023e-01 -1.2503e+00 -5.8310e-01 -1.7489e+00 +2.9593e+00 -3.2453e+00 -2.8264e+00 -3.9583e+00 -2.3878e+00 +1.7847e+00 +5.3432e-01 +3.5473e+00 +4.4085e+00 -2.8455e+00 -2.4309e+00 -3.1485e+00 -2.0666e+00 -3.9142e+00 +1.2689e+00 -3.7451e+00
4406 +9.685378799e-01 +9.685378799e-01 -4.036146212e+01 -4.036146212e+01 +3.8233e-01 -1.3266e+00 -1.0269e+00 -1.8172e+00 +2.7878e+00 -3.0436e+00 -3.0914e+00 -3.8534e+00 -2.4316e+00 +1.6658e+00 +7.8230e-01 +3.4204e+00 +4.2512e+00 -2.9891e+00 -2.1854e+00 -3.3658e+00 -2.1150e+00 -3.9064e+00 +1.3192e+00 -3.8405e+00
4841 +5.849223362e-01 +5.849223362e-01 -4.074507766e+01 -4.074507766e+01 +5.0874e-01 -1.3224e+00 -7.8322e-01 -1.8207e+00 +2.6734e+00 -2.9768e+00 -3.0813e+00 -3.7229e+00 -2.4107e+00 +1.6502e+00 +7.8294e-01 +3.2804e+00 +4.2016e+00 -2.8007e+00 -2.3285e+00 -3.3843e+00 -2.1623e+00 -3.8924e+00 +1.3887e+00 -3.7771e+00
% function evaluation | noise-free fitness - Fopt (2.127500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.963269629e+02 +3.963269629e+02 +6.090769629e+02 +6.090769629e+02 +9.3526e-01 -3.9565e+00 -1.2742e+00 +3.1823e+00 -8.2084e-01 +4.5436e+00 -4.4632e+00 -3.4042e+00 +4.0178e+00 +2.7349e+00 +5.3576e-01 -2.7790e+00 -9.9006e-01 -2.4930e+00 -4.2237e+00 -4.8996e+00 +4.1978e+00 +2.2010e+00 -4.5187e-01 -4.3592e+00
6 +1.794452236e+02 +1.794452236e+02 +3.921952236e+02 +3.921952236e+02 -1.9476e+00 -1.1682e+00 -3.9654e+00 -1.3386e+00 +6.4167e-01 +1.6229e+00 +2.0463e+00 +2.1443e+00 -2.7943e-01 +3.1459e+00 +1.8479e-01 +1.4909e+00 +3.1466e+00 -3.8213e+00 +8.9286e-01 -1.5571e+00 +1.9538e+00 -2.2325e+00 -4.7993e+00 +3.5168e+00
62 +1.452086653e+02 +1.452086653e+02 +3.579586653e+02 +3.579586653e+02 +5.5594e-01 -4.9095e+00 -1.8411e+00 +1.5877e+00 +3.0856e+00 -4.0745e-01 +7.8943e-03 -2.3617e+00 +1.1299e+00 +4.2660e+00 +1.1211e+00 +3.7074e+00 +6.7238e-01 -2.6057e-01 +4.6020e+00 -1.4015e+00 -2.2785e+00 -4.9414e+00 -3.7195e-01 -6.8797e-01
454 +9.900304620e+01 +9.900304620e+01 +3.117530462e+02 +3.117530462e+02 -3.5339e+00 +2.1220e-01 -5.5033e-01 +3.5079e+00 -1.1045e+00 -5.0000e+00 -1.7982e-02 -2.4156e+00 -1.4067e+00 +2.6570e+00 +3.5721e+00 -1.8140e+00 -4.7357e+00 +2.8599e-01 +5.0000e+00 +1.2638e+00 +0.0000e+00 +2.3365e+00 -7.8423e-01 -1.8500e+00
659 +5.263307457e+01 +5.263307457e+01 +2.653830746e+02 +2.653830746e+02 -3.0515e+00 -3.4874e+00 -9.6741e-01 +4.3604e-01 -2.5604e+00 -3.1054e+00 +7.3864e-01 -9.8719e-01 +1.9521e+00 +3.1079e-01 +1.6309e+00 -1.1305e+00 -3.7934e-01 +1.2212e+00 +2.5165e+00 +2.8446e+00 +0.0000e+00 +1.8063e+00 -5.1270e-01 -2.6342e+00
991 +2.897077304e+01 +2.897077304e+01 +2.417207730e+02 +2.417207730e+02 -4.2845e+00 -3.3622e+00 -3.9862e+00 +6.3321e-01 -3.6349e-02 -3.1340e+00 +0.0000e+00 +1.4429e+00 -1.4927e+00 +4.3910e+00 +2.4848e+00 +2.9704e+00 -1.9068e+00 +7.8363e-01 +4.1990e+00 +3.8266e+00 -2.5348e+00 -1.4761e-01 -2.5866e+00 -2.1487e+00
1039 +2.469423920e+01 +2.469423920e+01 +2.374442392e+02 +2.374442392e+02 -5.0000e+00 -4.7218e+00 -4.8717e+00 +6.0134e-01 -6.9338e-01 -3.0752e+00 +6.1413e-01 -8.8051e-01 -1.4156e+00 +2.9682e+00 +1.8087e+00 +2.2513e+00 +6.9956e-01 +1.0500e+00 +3.0066e+00 +5.0000e+00 -2.4268e+00 -4.0042e-01 -4.3963e+00 -5.8362e-01
2113 +1.158167214e+01 +1.158167214e+01 +2.243316721e+02 +2.243316721e+02 -3.1556e+00 -3.2485e+00 -3.6959e+00 -2.0325e+00 -1.5481e+00 -2.3683e+00 +6.7789e-01 +2.9518e-01 -1.0346e+00 +3.4834e+00 +3.9427e+00 +1.6017e+00 +6.4479e-02 +4.6650e-01 +2.7483e+00 +4.3421e+00 -2.7189e+00 -5.9308e-01 -2.1421e+00 -3.4789e-01
2489 +6.017189410e+00 +6.017189410e+00 +2.187671894e+02 +2.187671894e+02 -3.3557e+00 -3.2465e+00 -3.2331e+00 -1.6060e+00 -1.4634e+00 -2.4405e+00 +8.3345e-01 -1.0413e+00 -3.9536e-01 +3.1590e+00 +2.7566e+00 +5.1265e-01 -1.4475e+00 +6.7331e-01 +3.2157e+00 +4.1025e+00 -3.4397e+00 -9.5309e-01 -1.8560e+00 -7.4305e-01
3066 +3.688167146e+00 +3.688167146e+00 +2.164381671e+02 +2.164381671e+02 -3.4517e+00 -3.1645e+00 -3.6544e+00 -9.1895e-01 -1.8812e+00 -3.1098e+00 +1.0846e+00 -6.0267e-01 -2.3680e-01 +3.2060e+00 +2.5549e+00 +4.3995e-01 -9.6183e-01 +4.2721e-01 +2.6256e+00 +3.7368e+00 -2.8470e+00 -5.3408e-01 -2.1154e+00 -1.4313e+00
3440 +2.288159745e+00 +2.288159745e+00 +2.150381597e+02 +2.150381597e+02 -3.7451e+00 -3.1574e+00 -3.3749e+00 -9.2230e-01 -1.7835e+00 -3.6882e+00 +8.6764e-01 -1.3298e+00 -9.1623e-02 +3.0940e+00 +2.3391e+00 +8.4853e-01 -5.9142e-01 +8.8895e-01 +2.7140e+00 +3.7021e+00 -3.3176e+00 -3.8023e-01 -3.0423e+00 -1.0840e+00
3791 +1.390118991e+00 +1.390118991e+00 +2.141401190e+02 +2.141401190e+02 -3.6117e+00 -3.2727e+00 -3.3077e+00 -1.6332e+00 -1.4034e+00 -3.4879e+00 +6.8577e-01 -1.3968e+00 -1.5814e-01 +2.9141e+00 +2.7704e+00 +7.2761e-01 -5.7668e-01 +2.6639e-02 +3.2620e+00 +4.1007e+00 -3.0264e+00 -5.5403e-01 -3.2198e+00 -1.0174e+00
4093 +7.987137800e-01 +7.987137800e-01 +2.135487138e+02 +2.135487138e+02 -3.6165e+00 -2.7001e+00 -3.3339e+00 -1.5692e+00 -1.3887e+00 -3.7030e+00 +6.9814e-01 -1.5300e+00 -2.5095e-01 +2.9738e+00 +2.6814e+00 +6.6641e-01 -6.0883e-01 -9.4651e-02 +3.2247e+00 +4.1482e+00 -2.8514e+00 -5.2722e-01 -2.9589e+00 -1.0277e+00
4214 +6.152200844e-01 +6.152200844e-01 +2.133652201e+02 +2.133652201e+02 -3.5606e+00 -2.5764e+00 -3.3206e+00 -1.4734e+00 -1.7054e+00 -3.7655e+00 +7.9433e-01 -1.5462e+00 -2.1110e-01 +2.9199e+00 +2.7074e+00 +8.6310e-01 -5.3260e-01 -1.1962e-01 +3.2101e+00 +4.0764e+00 -2.8197e+00 -5.9874e-01 -2.7757e+00 -1.0109e+00
4804 +3.748328993e-01 +3.748328993e-01 +2.131248329e+02 +2.131248329e+02 -3.7194e+00 -2.5299e+00 -3.3038e+00 -1.4273e+00 -1.6012e+00 -3.8059e+00 +8.4935e-01 -1.6040e+00 -3.1012e-01 +2.8513e+00 +2.7139e+00 +8.8350e-01 -6.3114e-01 -9.2233e-02 +3.1638e+00 +4.1112e+00 -2.8591e+00 -3.7961e-01 -2.7430e+00 -1.0281e+00
